target_rank,feasible,Prestiz,Absolwenci,PotencjalNaukowy,Innowacyjnosc,EfektywnoscNaukowa,WarunkiKsztalcenia,Umiedzynarodowienie
4,True,0.0,0.0,0.0,0.0,1.4088331167457002,0.0,5.0772526423135345
4,True,0.0,0.0,0.0,0.0,2.9107147074884487,0.0,0.16925467113426684
4,True,0.0,0.0,0.0,0.0,1.7821309656303908,0.0,3.815980627525606
4,True,0.0,0.0,0.0,0.0,2.173760091981336,0.0,2.5304268201243985
4,True,0.0,0.0,0.0,0.0,0.41015765479035515,0.0,8.618356603338007
4,True,0.0,0.0,0.0,0.0,1.9343109804250802,0.0,3.306692541088463
4,True,0.0,0.0,0.0,0.0,0.9073291408859041,0.0,6.827549534146837
4,True,0.0,0.0,0.0,0.0,2.172975234761043,0.0,2.5318278553280282
4,True,0.0,0.0,0.0,0.0,1.0169900395088582,0.0,6.437617989276645
4,True,0.0,0.0,0.0,0.0,2.9676487760012082,0.0,1.1575185254741882e-10
4,True,0.0,0.0,0.0,0.0,0.09787186229541778,0.0,9.782915464974728
4,True,0.0,0.0,0.0,0.0,0.3245900496548493,0.0,8.932217959359123
4,True,0.0,0.0,0.0,0.0,2.657215957823811,0.0,0.9673330368720867
4,True,0.0,0.0,0.0,0.0,0.9633955860350985,0.0,6.626628638659692
4,True,0.0,0.0,0.0,0.0,2.8308732368965472,0.0,0.4154746786410479
4,True,0.0,0.0,0.0,0.0,2.0417409400924846,0.0,2.9537597074647315
4,True,0.0,0.0,0.0,0.0,1.1652931051055249,0.0,5.917871740850799
4,True,0.0,0.0,0.0,0.0,1.6222858893658598,0.0,4.351213073830218
4,True,0.0,0.0,0.0,0.0,2.9659750672444307,0.0,1.8086532271865963e-09
4,True,0.0,0.0,0.0,0.0,2.4993404796715746,0.0,1.4744646739776157
4,True,0.0,0.0,0.0,0.0,0.04310409202733512,0.0,9.999935337401379
4,True,0.0,0.0,0.0,0.0,0.4083781834092082,0.0,8.625309128541891
4,True,0.0,0.0,0.0,0.0,0.7888716577344912,0.0,7.253091677476464
4,True,0.0,0.0,0.0,0.0,1.977892580614915,0.0,3.1640940416949426
4,True,0.0,0.0,0.0,0.0,2.511496301163685,0.0,1.430703978962533
4,True,0.0,0.0,0.0,0.0,1.8297657261301725,0.0,3.6546634929400135
4,True,0.0,0.0,0.0,0.0,1.0344941283106257,0.0,6.386091179569819
4,True,0.0,0.0,0.0,0.0,1.6422650740421485,0.0,4.2914567610425784
4,True,0.0,0.0,0.0,0.0,0.21300013167940834,0.0,9.377438434285246
4,True,0.0,0.0,0.0,0.0,2.553898492792217,0.0,1.292310689037468
4,True,0.0,0.0,0.0,0.0,1.1928944592287771,0.0,5.821988374758602
4,True,0.0,0.0,0.0,0.0,1.9772535509551048,0.0,3.1669297865865698
4,True,0.0,0.0,0.0,0.0,1.2826869185422307,0.0,5.512975411191812
4,True,0.0,0.0,0.0,0.0,1.8643134402626882,0.0,3.538438662410859
